date,day_of_week,week_of_year,month,time_slot,is_weekend,is_holiday,is_exam_day,food_item,food_category,is_veg,price,portion_size,is_special_item,prev_day_sales,prev_same_slot_sales,prev_week_same_day_slot_sales,avg_last_3_days_sales,avg_last_7_days_sales,sales_trend_3_days,sales_trend_weekly,demand_variance,quantity_prepared,quantity_sold,quantity_wasted,leftover_percentage,max_capacity,staff_count,weather_type,temperature
2024-01-07,6.0,1.0,1.0,11:00-13:00,1.0,0.0,0.0,Burger,FastFood,1.0,92.0,1.0,0.0,96.0,103.0,0.0,89.0,98.0,-16.0,9.0,5.0,171.0,98.0,73.0,42.69,297.0,10.0,Sunny,31.0
2024-03-25,0.0,0.0,3.0,09:00-11:00,0.0,0.0,0.0,Burger,FastFood,0.0,85.0,1.0,0.0,119.0,130.0,128.0,121.0,114.0,0.0,26.0,15.0,0.0,115.0,74.0,39.15,282.0,6.0,Rainy,36.0
2024-01-21,6.0,3.0,1.0,13:00-15:00,1.0,0.0,0.0,Sandwich,FastFood,0.0,41.0,2.0,0.0,178.0,168.0,207.0,190.0,200.0,20.0,-3.0,19.0,100.0,181.0,-81.0,-81.0,276.0,10.0,Cloudy,30.0
2024-03-05,1.0,10.0,3.0,13:00-15:00,0.0,0.0,0.0,Sandwich,FastFood,1.0,97.0,2.0,0.0,179.0,159.0,159.0,170.0,165.0,-2.0,-5.0,1.0,165.0,83.0,82.0,49.7,216.0,3.0,Cloudy,24.0
2024-04-09,1.0,15.0,4.0,11:00-13:00,0.0,0.0,0.0,Coffee,Beverage,0.0,72.0,2.0,0.0,68.0,86.0,85.0,61.0,51.0,1.0,-21.0,19.0,190.0,197.0,-7.0,-3.68,210.0,8.0,Rainy,0.0
2024-04-30,1.0,18.0,4.0,13:00-15:00,0.0,0.0,0.0,Sandwich,FastFood,0.0,48.0,2.0,0.0,145.0,132.0,123.0,159.0,127.0,-17.0,-29.0,14.0,264.0,109.0,155.0,58.71,330.0,5.0,Cloudy,0.0
2024-01-21,6.0,3.0,1.0,13:00-15:00,1.0,0.0,1.0,Tea,Beverage,0.0,108.0,1.5,1.0,170.0,150.0,176.0,167.0,145.0,4.0,-4.0,24.0,225.0,166.0,59.0,26.22,214.0,10.0,Sunny,38.0
2024-04-05,4.0,14.0,4.0,11:00-13:00,0.0,0.0,1.0,Coffee,Beverage,1.0,43.0,1.0,0.0,187.0,188.0,187.0,202.0,181.0,4.0,25.0,8.0,0.0,180.0,78.0,30.23,223.0,10.0,Rainy,28.0
2024-01-15,0.0,3.0,0.0,11:00-13:00,0.0,1.0,1.0,Burger,FastFood,1.0,66.0,2.0,0.0,122.0,141.0,0.0,135.0,134.0,2.0,-21.0,11.0,190.0,175.0,15.0,7.89,313.0,5.0,Rainy,25.0
2024-02-22,3.0,8.0,0.0,13:00-15:00,0.0,0.0,0.0,Noodles,FastFood,1.0,32.0,1.0,0.0,81.0,64.0,96.0,66.0,70.0,-17.0,1.0,1.0,0.0,151.0,65.0,30.09,267.0,7.0,Sunny,24.0
2024-04-29,0.0,18.0,4.0,09:00-11:00,0.0,0.0,0.0,Noodles,FastFood,1.0,0.0,1.5,0.0,155.0,135.0,181.0,167.0,150.0,-12.0,24.0,16.0,126.0,140.0,-14.0,-11.11,311.0,8.0,Sunny,25.0
2024-01-20,5.0,3.0,1.0,13:00-15:00,1.0,0.0,0.0,Sandwich,FastFood,0.0,57.0,2.0,1.0,177.0,188.0,168.0,187.0,165.0,1.0,-1.0,12.0,177.0,133.0,44.0,0.0,211.0,6.0,Sunny,28.0
2024-01-20,5.0,3.0,1.0,09:00-11:00,1.0,0.0,0.0,Sandwich,FastFood,0.0,64.0,1.5,0.0,96.0,82.0,118.0,103.0,80.0,0.0,-8.0,16.0,113.0,124.0,-11.0,-9.73,299.0,3.0,Rainy,24.0
2024-04-22,0.0,17.0,4.0,09:00-11:00,0.0,0.0,0.0,Coffee,Beverage,0.0,22.0,1.0,1.0,83.0,84.0,65.0,93.0,79.0,14.0,-19.0,18.0,139.0,108.0,31.0,22.3,257.0,10.0,Cloudy,28.0
2024-04-25,3.0,17.0,4.0,13:00-15:00,0.0,0.0,0.0,Burger,general,0.0,108.0,2.0,1.0,125.0,123.0,100.0,119.0,135.0,-9.0,-25.0,0.0,170.0,150.0,20.0,0.0,315.0,6.0,Rainy,33.0
2024-04-02,1.0,14.0,4.0,09:00-11:00,0.0,1.0,0.0,Milk,Beverage,1.0,0.0,2.0,0.0,73.0,92.0,71.0,86.0,87.0,19.0,1.0,15.0,150.0,142.0,8.0,5.33,243.0,6.0,Sunny,29.0
2024-04-20,5.0,16.0,4.0,13:00-15:00,1.0,0.0,0.0,Pasta,FastFood,1.0,58.0,1.0,0.0,101.0,92.0,80.0,88.0,120.0,-1.0,-30.0,12.0,224.0,58.0,166.0,74.11,275.0,8.0,Rainy,34.0
2024-01-24,2.0,4.0,1.0,09:00-11:00,0.0,0.0,1.0,Tea,Beverage,0.0,107.0,1.5,1.0,83.0,99.0,96.0,95.0,100.0,0.0,-11.0,18.0,158.0,115.0,43.0,27.22,209.0,4.0,Sunny,28.0
2024-04-27,5.0,17.0,4.0,11:00-13:00,1.0,0.0,0.0,Burger,FastFood,0.0,52.0,2.0,1.0,108.0,125.0,94.0,0.0,99.0,13.0,-20.0,0.0,0.0,94.0,91.0,49.19,0.0,7.0,Rainy,33.0
2024-02-16,4.0,7.0,2.0,13:00-15:00,0.0,0.0,1.0,Noodles,FastFood,0.0,0.0,2.0,0.0,133.0,148.0,163.0,144.0,148.0,13.0,11.0,6.0,168.0,129.0,39.0,23.21,350.0,5.0,Cloudy,32.0
2024-02-16,4.0,7.0,2.0,11:00-13:00,0.0,0.0,1.0,Veg Wrap,Beverage,0.0,86.0,1.5,1.0,160.0,142.0,131.0,147.0,164.0,14.0,8.0,3.0,131.0,178.0,-47.0,-35.88,267.0,4.0,Cloudy,37.0
2024-03-16,5.0,11.0,3.0,09:00-11:00,1.0,0.0,1.0,Noodles,FastFood,0.0,25.0,1.5,0.0,133.0,131.0,107.0,133.0,132.0,0.0,0.0,17.0,251.0,176.0,75.0,29.88,0.0,3.0,Rainy,28.0
2024-01-04,3.0,1.0,1.0,13:00-15:00,0.0,0.0,0.0,Burger,FastFood,0.0,87.0,1.0,0.0,173.0,172.0,0.0,161.0,188.0,1.0,0.0,22.0,244.0,147.0,97.0,39.75,274.0,9.0,Rainy,34.0
2024-03-12,1.0,11.0,3.0,09:00-11:00,0.0,0.0,0.0,Noodles,FastFood,0.0,115.0,1.5,0.0,159.0,157.0,168.0,159.0,140.0,12.0,-25.0,3.0,188.0,138.0,50.0,26.6,201.0,7.0,Cloudy,37.0
2024-01-19,4.0,3.0,1.0,11:00-13:00,0.0,1.0,0.0,Pasta,FastFood,1.0,103.0,1.5,0.0,168.0,162.0,187.0,158.0,161.0,15.0,-9.0,13.0,181.0,140.0,41.0,22.65,327.0,6.0,Sunny,22.0
2024-03-27,2.0,13.0,3.0,13:00-15:00,0.0,1.0,0.0,Milk,Beverage,1.0,47.0,1.0,0.0,152.0,164.0,150.0,149.0,164.0,19.0,5.0,0.0,235.0,159.0,76.0,32.34,286.0,6.0,Rainy,24.0
2024-02-01,3.0,0.0,2.0,11:00-13:00,0.0,0.0,0.0,Coffee,Beverage,1.0,83.0,2.0,1.0,188.0,189.0,204.0,193.0,199.0,0.0,-12.0,0.0,190.0,128.0,62.0,32.63,215.0,4.0,Sunny,0.0
2024-03-08,4.0,10.0,3.0,11:00-13:00,0.0,0.0,0.0,Noodles,FastFood,1.0,110.0,1.0,0.0,81.0,67.0,96.0,79.0,74.0,-13.0,22.0,23.0,185.0,178.0,7.0,3.78,241.0,9.0,Sunny,27.0
2024-03-08,4.0,10.0,3.0,09:00-11:00,0.0,0.0,0.0,Sandwich,FastFood,0.0,107.0,1.5,0.0,79.0,68.0,55.0,81.0,85.0,-17.0,29.0,3.0,184.0,175.0,9.0,0.0,226.0,5.0,Cloudy,0.0
2024-04-14,6.0,15.0,4.0,09:00-11:00,1.0,0.0,1.0,Pasta,FastFood,0.0,117.0,1.0,0.0,187.0,188.0,192.0,183.0,200.0,15.0,0.0,8.0,178.0,146.0,32.0,17.98,245.0,4.0,Rainy,25.0
2024-01-17,2.0,3.0,1.0,11:00-13:00,0.0,0.0,0.0,Milk,Beverage,0.0,42.0,1.0,0.0,60.0,0.0,74.0,75.0,71.0,1.0,-13.0,7.0,198.0,73.0,125.0,63.13,350.0,5.0,Sunny,29.0
2024-04-06,5.0,14.0,4.0,11:00-13:00,1.0,0.0,0.0,Veg Wrap,FastFood,1.0,45.0,2.0,0.0,106.0,125.0,87.0,108.0,129.0,20.0,21.0,13.0,171.0,137.0,34.0,19.88,341.0,5.0,Sunny,31.0
2024-03-03,6.0,9.0,3.0,11:00-13:00,1.0,0.0,1.0,Noodles,FastFood,0.0,45.0,1.0,0.0,141.0,150.0,169.0,129.0,136.0,-10.0,26.0,23.0,226.0,130.0,96.0,42.48,262.0,10.0,Cloudy,22.0
2024-02-11,6.0,6.0,2.0,11:00-13:00,1.0,0.0,0.0,Tea,Beverage,1.0,63.0,0.0,1.0,156.0,138.0,168.0,147.0,161.0,0.0,-19.0,4.0,181.0,151.0,30.0,16.57,316.0,9.0,Rainy,38.0
2024-02-07,2.0,6.0,2.0,11:00-13:00,0.0,0.0,1.0,Burger,FastFood,0.0,0.0,2.0,1.0,131.0,135.0,102.0,133.0,112.0,-7.0,-27.0,0.0,174.0,66.0,108.0,62.07,226.0,7.0,Rainy,25.0
2024-02-11,6.0,0.0,2.0,13:00-15:00,1.0,0.0,1.0,Noodles,FastFood,0.0,20.0,1.0,0.0,144.0,130.0,174.0,133.0,142.0,18.0,-15.0,0.0,155.0,152.0,3.0,1.94,336.0,8.0,Rainy,31.0
2024-03-22,4.0,12.0,3.0,09:00-11:00,0.0,0.0,0.0,Veg Wrap,Beverage,1.0,103.0,2.0,0.0,118.0,116.0,104.0,0.0,141.0,3.0,24.0,23.0,160.0,91.0,69.0,0.0,234.0,9.0,Rainy,24.0
2024-03-27,2.0,13.0,3.0,13:00-15:00,0.0,0.0,0.0,Coffee,Beverage,0.0,62.0,1.0,0.0,179.0,160.0,153.0,176.0,202.0,13.0,9.0,17.0,146.0,98.0,48.0,32.88,326.0,7.0,Sunny,25.0
2024-04-06,5.0,14.0,4.0,11:00-13:00,1.0,1.0,1.0,Tea,Beverage,0.0,64.0,2.0,0.0,89.0,86.0,90.0,87.0,100.0,2.0,3.0,12.0,149.0,128.0,21.0,14.09,325.0,8.0,Rainy,23.0
2024-03-23,5.0,0.0,3.0,13:00-15:00,1.0,0.0,1.0,Milk,Beverage,1.0,81.0,1.0,0.0,124.0,112.0,145.0,134.0,109.0,7.0,12.0,6.0,166.0,166.0,0.0,0.0,206.0,6.0,Rainy,25.0
2024-03-01,4.0,9.0,0.0,13:00-15:00,0.0,1.0,0.0,Burger,FastFood,1.0,68.0,1.0,1.0,151.0,169.0,171.0,159.0,130.0,-6.0,-12.0,22.0,173.0,75.0,98.0,56.65,260.0,7.0,Sunny,33.0
2024-04-27,5.0,17.0,4.0,13:00-15:00,1.0,0.0,0.0,Pasta,FastFood,1.0,38.0,1.5,1.0,96.0,97.0,73.0,98.0,90.0,9.0,18.0,18.0,143.0,89.0,54.0,37.76,321.0,10.0,Rainy,27.0
2024-03-30,5.0,13.0,3.0,11:00-13:00,1.0,0.0,0.0,Milk,Beverage,0.0,51.0,1.0,0.0,80.0,86.0,110.0,69.0,88.0,10.0,9.0,14.0,177.0,147.0,30.0,16.95,303.0,5.0,Sunny,32.0
2024-01-20,5.0,3.0,1.0,11:00-13:00,1.0,0.0,1.0,Sandwich,FastFood,0.0,39.0,2.0,1.0,69.0,62.0,42.0,55.0,78.0,4.0,7.0,7.0,154.0,0.0,-18.0,-11.69,301.0,0.0,Cloudy,35.0
2024-01-30,1.0,5.0,1.0,09:00-11:00,0.0,1.0,1.0,Noodles,FastFood,1.0,28.0,2.0,0.0,132.0,150.0,121.0,136.0,123.0,10.0,-22.0,5.0,188.0,115.0,73.0,0.0,214.0,7.0,Cloudy,29.0
2024-04-03,2.0,14.0,4.0,13:00-15:00,0.0,0.0,0.0,Burger,FastFood,0.0,79.0,1.5,0.0,200.0,211.0,207.0,214.0,182.0,5.0,-15.0,10.0,184.0,190.0,-6.0,-3.26,277.0,5.0,Sunny,32.0
2024-01-12,4.0,2.0,1.0,09:00-11:00,0.0,0.0,1.0,Burger,FastFood,1.0,71.0,1.5,0.0,73.0,75.0,99.0,86.0,98.0,-14.0,-3.0,6.0,130.0,160.0,-30.0,-23.08,270.0,10.0,Cloudy,25.0
2024-04-17,2.0,16.0,4.0,09:00-11:00,0.0,0.0,1.0,Coffee,Beverage,1.0,57.0,1.0,1.0,85.0,94.0,72.0,95.0,108.0,-19.0,30.0,20.0,177.0,183.0,-6.0,-3.39,257.0,6.0,Cloudy,37.0
2024-03-17,6.0,11.0,3.0,11:00-13:00,1.0,0.0,1.0,Tea,Beverage,0.0,0.0,1.0,1.0,147.0,138.0,123.0,151.0,0.0,20.0,-30.0,21.0,159.0,167.0,-8.0,-5.03,345.0,8.0,Rainy,30.0
2024-03-13,2.0,11.0,3.0,09:00-11:00,0.0,1.0,0.0,Milk,Beverage,0.0,0.0,2.0,0.0,178.0,196.0,202.0,170.0,161.0,-1.0,-10.0,9.0,214.0,195.0,19.0,8.88,336.0,6.0,Rainy,28.0
2024-01-23,1.0,4.0,1.0,13:00-15:00,0.0,0.0,0.0,Burger,FastFood,1.0,110.0,1.5,0.0,150.0,140.0,120.0,165.0,150.0,-4.0,0.0,4.0,99.0,135.0,-36.0,-36.36,315.0,6.0,Sunny,36.0
2024-01-10,2.0,2.0,1.0,13:00-15:00,0.0,0.0,0.0,Pasta,FastFood,0.0,24.0,1.0,1.0,0.0,96.0,68.0,92.0,54.0,-7.0,-6.0,10.0,159.0,0.0,13.0,8.18,224.0,8.0,Cloudy,31.0
2024-04-21,6.0,16.0,4.0,11:00-13:00,1.0,0.0,0.0,Milk,Beverage,0.0,110.0,1.5,1.0,50.0,59.0,0.0,52.0,57.0,-17.0,6.0,1.0,178.0,80.0,98.0,55.06,308.0,0.0,Rainy,38.0
2024-04-21,6.0,16.0,4.0,09:00-11:00,1.0,0.0,0.0,Pasta,FastFood,0.0,27.0,2.0,0.0,50.0,34.0,22.0,60.0,36.0,-11.0,3.0,11.0,163.0,108.0,55.0,33.74,342.0,4.0,Rainy,37.0
2024-03-25,0.0,13.0,3.0,11:00-13:00,0.0,1.0,0.0,Sandwich,FastFood,1.0,85.0,2.0,1.0,110.0,103.0,89.0,108.0,99.0,-13.0,0.0,1.0,121.0,169.0,-48.0,-39.67,259.0,6.0,Cloudy,31.0
2024-02-26,0.0,9.0,2.0,11:00-13:00,0.0,0.0,0.0,Noodles,FastFood,1.0,21.0,1.0,0.0,156.0,147.0,185.0,165.0,180.0,18.0,22.0,4.0,0.0,169.0,-25.0,0.0,297.0,6.0,Sunny,26.0
2024-04-15,0.0,16.0,4.0,13:00-15:00,0.0,1.0,1.0,Coffee,Beverage,0.0,107.0,1.0,1.0,199.0,185.0,200.0,203.0,223.0,11.0,-22.0,7.0,144.0,125.0,19.0,13.19,324.0,5.0,Sunny,38.0
2024-04-12,4.0,0.0,4.0,09:00-11:00,0.0,0.0,1.0,Noodles,FastFood,0.0,108.0,2.0,0.0,123.0,139.0,93.0,116.0,0.0,-10.0,23.0,22.0,162.0,201.0,-39.0,-24.07,350.0,5.0,Rainy,25.0
2024-01-14,6.0,0.0,1.0,11:00-13:00,1.0,0.0,0.0,Sandwich,FastFood,0.0,34.0,1.5,1.0,130.0,139.0,148.0,115.0,117.0,0.0,24.0,5.0,206.0,192.0,14.0,6.8,287.0,4.0,Cloudy,37.0
2024-03-03,6.0,9.0,3.0,13:00-15:00,1.0,0.0,0.0,Burger,FastFood,1.0,108.0,2.0,0.0,147.0,149.0,166.0,141.0,130.0,-9.0,23.0,13.0,184.0,137.0,47.0,25.54,307.0,10.0,Rainy,33.0
2024-01-04,3.0,1.0,1.0,09:00-11:00,0.0,1.0,0.0,Tea,Beverage,0.0,40.0,2.0,0.0,69.0,51.0,82.0,69.0,70.0,-3.0,-25.0,1.0,207.0,87.0,120.0,57.97,337.0,5.0,Sunny,37.0
2024-03-01,4.0,0.0,3.0,11:00-13:00,0.0,1.0,0.0,Burger,general,1.0,101.0,2.0,1.0,75.0,75.0,64.0,81.0,94.0,1.0,10.0,13.0,130.0,73.0,57.0,43.85,337.0,8.0,Rainy,24.0
2024-02-02,4.0,5.0,2.0,11:00-13:00,0.0,0.0,1.0,Coffee,Beverage,1.0,83.0,1.0,0.0,89.0,95.0,103.0,84.0,82.0,0.0,2.0,7.0,178.0,132.0,46.0,25.84,217.0,10.0,Cloudy,34.0
2024-02-26,0.0,9.0,2.0,11:00-13:00,0.0,0.0,0.0,Burger,FastFood,0.0,25.0,2.0,0.0,142.0,161.0,159.0,142.0,145.0,9.0,-26.0,16.0,163.0,135.0,28.0,17.18,205.0,8.0,Sunny,31.0
2024-02-23,4.0,8.0,2.0,09:00-11:00,0.0,1.0,1.0,Burger,FastFood,0.0,40.0,2.0,0.0,108.0,116.0,128.0,94.0,101.0,0.0,18.0,9.0,160.0,159.0,1.0,0.62,234.0,4.0,Cloudy,37.0
2024-02-04,6.0,5.0,2.0,11:00-13:00,1.0,0.0,0.0,Pasta,FastFood,1.0,63.0,1.0,0.0,195.0,178.0,193.0,186.0,207.0,4.0,-24.0,23.0,183.0,189.0,-6.0,-3.28,304.0,3.0,Rainy,30.0
2024-04-10,2.0,15.0,4.0,09:00-11:00,0.0,0.0,0.0,Veg Wrap,general,1.0,108.0,1.5,0.0,0.0,122.0,122.0,146.0,133.0,-17.0,17.0,6.0,205.0,126.0,79.0,38.54,224.0,9.0,Sunny,25.0
2024-01-21,6.0,3.0,1.0,09:00-11:00,1.0,1.0,1.0,Coffee,Beverage,0.0,45.0,1.0,0.0,198.0,201.0,189.0,190.0,201.0,5.0,25.0,12.0,148.0,206.0,-58.0,-39.19,266.0,5.0,Cloudy,27.0
2024-03-31,6.0,13.0,3.0,13:00-15:00,1.0,1.0,0.0,Tea,Beverage,0.0,94.0,2.0,0.0,62.0,61.0,55.0,63.0,45.0,-15.0,14.0,20.0,128.0,115.0,13.0,10.16,225.0,3.0,Sunny,22.0
2024-04-27,5.0,17.0,4.0,13:00-15:00,1.0,0.0,0.0,Noodles,FastFood,0.0,50.0,1.0,1.0,169.0,155.0,148.0,167.0,182.0,-8.0,-27.0,21.0,163.0,158.0,5.0,3.07,218.0,4.0,Rainy,28.0
2024-04-08,0.0,15.0,4.0,11:00-13:00,0.0,1.0,0.0,Burger,FastFood,1.0,108.0,1.5,1.0,63.0,53.0,74.0,56.0,0.0,18.0,3.0,19.0,210.0,54.0,156.0,74.29,237.0,10.0,Sunny,0.0
2024-02-07,2.0,6.0,2.0,13:00-15:00,0.0,0.0,0.0,Noodles,FastFood,0.0,107.0,2.0,0.0,160.0,156.0,150.0,165.0,159.0,15.0,-21.0,17.0,223.0,183.0,40.0,17.94,347.0,6.0,Rainy,30.0
2024-04-04,3.0,14.0,4.0,09:00-11:00,0.0,0.0,0.0,Milk,Beverage,1.0,34.0,1.0,0.0,62.0,59.0,75.0,65.0,81.0,-6.0,25.0,20.0,0.0,68.0,35.0,33.98,291.0,8.0,Sunny,33.0
2024-04-15,0.0,16.0,4.0,09:00-11:00,0.0,0.0,1.0,Veg Wrap,FastFood,0.0,67.0,1.0,0.0,148.0,149.0,144.0,0.0,156.0,1.0,30.0,23.0,132.0,156.0,-24.0,-18.18,342.0,10.0,Sunny,31.0
2024-03-26,1.0,13.0,3.0,13:00-15:00,0.0,0.0,1.0,Milk,Beverage,0.0,22.0,1.0,0.0,123.0,111.0,120.0,130.0,102.0,-3.0,-28.0,23.0,203.0,95.0,108.0,53.2,265.0,8.0,Cloudy,0.0
2024-02-03,5.0,5.0,2.0,09:00-11:00,1.0,0.0,1.0,Sandwich,general,1.0,105.0,1.0,0.0,92.0,85.0,70.0,77.0,69.0,-14.0,5.0,0.0,91.0,100.0,-9.0,-9.89,312.0,8.0,Cloudy,28.0
2024-01-17,2.0,3.0,1.0,11:00-13:00,0.0,1.0,0.0,Burger,FastFood,1.0,20.0,1.5,1.0,99.0,118.0,115.0,102.0,84.0,14.0,10.0,9.0,184.0,0.0,46.0,25.0,216.0,4.0,Sunny,31.0
2024-04-14,0.0,15.0,0.0,13:00-15:00,1.0,0.0,0.0,Milk,Beverage,0.0,20.0,1.0,0.0,79.0,0.0,55.0,69.0,68.0,16.0,-6.0,6.0,0.0,115.0,38.0,24.84,233.0,7.0,Sunny,27.0
2024-02-15,3.0,7.0,2.0,11:00-13:00,0.0,0.0,1.0,Burger,FastFood,1.0,36.0,1.5,0.0,122.0,130.0,115.0,130.0,125.0,13.0,-24.0,12.0,217.0,85.0,132.0,60.83,288.0,5.0,Cloudy,32.0
2024-04-30,1.0,18.0,4.0,11:00-13:00,0.0,1.0,1.0,Milk,Beverage,1.0,47.0,1.5,1.0,78.0,67.0,86.0,79.0,92.0,-14.0,-4.0,9.0,168.0,190.0,-22.0,-13.1,223.0,4.0,Sunny,27.0
2024-03-20,2.0,12.0,3.0,13:00-15:00,0.0,0.0,0.0,Pasta,FastFood,1.0,117.0,1.5,0.0,55.0,69.0,27.0,55.0,36.0,13.0,-2.0,11.0,129.0,151.0,-22.0,-17.05,212.0,7.0,Sunny,27.0
2024-03-03,6.0,9.0,3.0,11:00-13:00,1.0,0.0,1.0,Veg Wrap,Beverage,0.0,100.0,2.0,0.0,157.0,173.0,0.0,142.0,160.0,16.0,-25.0,19.0,167.0,90.0,77.0,46.11,210.0,4.0,Sunny,36.0
2024-02-14,2.0,7.0,2.0,09:00-11:00,0.0,0.0,0.0,Coffee,Beverage,1.0,35.0,1.0,0.0,134.0,151.0,138.0,136.0,149.0,-15.0,-7.0,16.0,201.0,107.0,94.0,46.77,202.0,5.0,Rainy,33.0
2024-04-17,2.0,16.0,4.0,11:00-13:00,0.0,0.0,1.0,Pasta,FastFood,0.0,61.0,1.0,1.0,197.0,181.0,225.0,194.0,180.0,-3.0,11.0,16.0,120.0,91.0,29.0,24.17,303.0,9.0,Cloudy,33.0
2024-04-16,1.0,16.0,4.0,13:00-15:00,0.0,1.0,0.0,Tea,Beverage,0.0,87.0,2.0,0.0,120.0,113.0,119.0,124.0,125.0,0.0,-3.0,25.0,179.0,74.0,105.0,0.0,0.0,9.0,Sunny,23.0
2024-04-01,0.0,14.0,4.0,13:00-15:00,0.0,0.0,0.0,Noodles,FastFood,0.0,0.0,1.5,0.0,74.0,75.0,80.0,71.0,73.0,0.0,3.0,0.0,158.0,144.0,14.0,8.86,231.0,7.0,Sunny,24.0
2024-02-26,0.0,0.0,2.0,09:00-11:00,0.0,0.0,1.0,Burger,FastFood,1.0,35.0,1.0,0.0,0.0,67.0,68.0,94.0,70.0,-9.0,23.0,8.0,159.0,135.0,24.0,15.09,292.0,6.0,Cloudy,33.0
2024-03-27,2.0,0.0,3.0,13:00-15:00,0.0,0.0,0.0,Noodles,FastFood,1.0,46.0,0.0,0.0,187.0,167.0,217.0,176.0,209.0,-6.0,23.0,24.0,185.0,173.0,12.0,6.49,233.0,0.0,Rainy,0.0
2024-03-31,6.0,13.0,3.0,11:00-13:00,1.0,0.0,0.0,Coffee,Beverage,1.0,50.0,2.0,0.0,107.0,88.0,89.0,100.0,96.0,-11.0,19.0,23.0,214.0,110.0,104.0,48.6,287.0,0.0,Sunny,38.0
2024-03-01,4.0,9.0,3.0,13:00-15:00,0.0,0.0,0.0,Coffee,Beverage,1.0,72.0,2.0,0.0,53.0,0.0,49.0,46.0,71.0,9.0,28.0,18.0,130.0,200.0,0.0,-53.85,320.0,5.0,Cloudy,29.0
2024-01-17,2.0,3.0,1.0,11:00-13:00,0.0,1.0,0.0,Pasta,FastFood,0.0,51.0,1.5,0.0,55.0,70.0,41.0,58.0,45.0,4.0,-18.0,11.0,87.0,77.0,10.0,11.49,347.0,9.0,Sunny,36.0
2024-04-05,4.0,14.0,4.0,11:00-13:00,0.0,0.0,0.0,Sandwich,FastFood,0.0,41.0,1.0,0.0,132.0,137.0,144.0,121.0,147.0,-2.0,23.0,2.0,258.0,154.0,104.0,40.31,296.0,0.0,Rainy,31.0
2024-04-20,5.0,16.0,4.0,11:00-13:00,1.0,0.0,0.0,Sandwich,FastFood,1.0,99.0,1.5,0.0,72.0,68.0,98.0,58.0,77.0,1.0,-28.0,5.0,209.0,88.0,121.0,57.89,280.0,8.0,Cloudy,36.0
2024-03-19,1.0,12.0,3.0,11:00-13:00,0.0,0.0,0.0,Sandwich,FastFood,1.0,25.0,2.0,1.0,55.0,67.0,37.0,62.0,69.0,0.0,-25.0,7.0,182.0,186.0,-4.0,-2.2,308.0,10.0,Cloudy,30.0
2024-02-18,6.0,7.0,2.0,13:00-15:00,0.0,0.0,0.0,Burger,FastFood,0.0,0.0,1.5,0.0,86.0,88.0,59.0,84.0,90.0,-3.0,25.0,22.0,92.0,0.0,-4.0,-4.35,337.0,7.0,Cloudy,38.0
2024-03-16,5.0,11.0,3.0,09:00-11:00,1.0,0.0,1.0,Coffee,Beverage,0.0,110.0,1.5,0.0,86.0,74.0,115.0,86.0,84.0,-14.0,15.0,15.0,85.0,61.0,24.0,28.24,0.0,5.0,Cloudy,30.0
2024-03-30,5.0,13.0,3.0,09:00-11:00,1.0,0.0,1.0,Tea,Beverage,0.0,57.0,1.0,1.0,155.0,162.0,166.0,158.0,168.0,11.0,-3.0,13.0,209.0,98.0,111.0,53.11,251.0,5.0,Sunny,35.0
2024-03-02,5.0,9.0,3.0,11:00-13:00,1.0,0.0,1.0,Milk,Beverage,0.0,22.0,2.0,0.0,62.0,63.0,47.0,69.0,47.0,14.0,0.0,10.0,189.0,76.0,113.0,59.79,349.0,0.0,Rainy,37.0
2024-01-22,0.0,4.0,1.0,11:00-13:00,0.0,0.0,1.0,Noodles,FastFood,0.0,99.0,2.0,0.0,176.0,179.0,200.0,167.0,199.0,-6.0,15.0,23.0,158.0,149.0,9.0,5.7,317.0,10.0,Rainy,26.0
2024-04-24,2.0,17.0,4.0,13:00-15:00,0.0,0.0,0.0,Burger,FastFood,0.0,91.0,1.0,1.0,59.0,40.0,83.0,66.0,44.0,8.0,7.0,15.0,123.0,99.0,24.0,19.51,330.0,4.0,Sunny,32.0
2024-04-29,0.0,18.0,4.0,09:00-11:00,0.0,0.0,0.0,Pasta,FastFood,0.0,94.0,1.0,0.0,91.0,109.0,115.0,101.0,92.0,-12.0,28.0,15.0,124.0,172.0,-48.0,-38.71,319.0,8.0,Cloudy,33.0
2024-02-02,4.0,5.0,2.0,13:00-15:00,0.0,0.0,0.0,Burger,FastFood,0.0,60.0,1.5,0.0,95.0,115.0,81.0,97.0,81.0,17.0,13.0,24.0,84.0,91.0,-7.0,-8.33,267.0,10.0,Sunny,25.0
2024-02-29,3.0,0.0,2.0,09:00-11:00,0.0,1.0,0.0,Sandwich,FastFood,0.0,21.0,1.5,0.0,87.0,0.0,99.0,77.0,84.0,5.0,-30.0,0.0,110.0,127.0,-17.0,-15.45,250.0,8.0,Cloudy,0.0
2024-01-27,5.0,4.0,1.0,09:00-11:00,1.0,0.0,0.0,Sandwich,FastFood,1.0,71.0,1.0,0.0,55.0,41.0,0.0,52.0,69.0,-11.0,-21.0,0.0,204.0,151.0,53.0,25.98,202.0,5.0,Cloudy,23.0
2024-01-15,0.0,3.0,1.0,13:00-15:00,0.0,1.0,0.0,Sandwich,FastFood,1.0,90.0,1.5,0.0,190.0,196.0,174.0,201.0,193.0,2.0,17.0,4.0,211.0,154.0,57.0,27.01,0.0,0.0,Rainy,30.0
