date,day_of_week,week_of_year,food_item,temperature,is_exam_day,is_event_day,is_holiday,avg_last_7_days_sales,prev_day_sales,quantity_prepared,actual_sales,leftover_quantity
2024-07-20,5,29,Chole Bhature,42.48,1,1,0,102,97,106,95,11
2024-07-21,6,29,"Schezwan Fried Rice,Paneer Butter Masala",24.97,0,1,1,69,81,70,43,27
2024-07-22,0,30,Rajma Rice,28.28,1,0,0,136,144,119,103,16
2024-07-23,1,30,Fries,33.81,0,0,0,81,90,96,85,11
2024-07-24,2,30,Fried Rice,23.7,1,0,0,86,79,72,76,0
2024-07-25,3,30,Sandwich,22.03,1,0,0,132,128,119,114,5
2024-07-26,4,30,"Schezwan Fried Rice,Paneer Butter Masala",38.47,1,1,0,107,111,114,84,30
2024-07-27,5,30,Chicken Biryani,37.22,1,1,0,83,89,88,78,10
2024-07-28,6,30,Noodles,18.97,1,0,1,137,123,102,75,27
2024-07-29,0,31,Sandwich,38.11,1,0,0,83,88,75,55,20
2024-07-30,1,31,"Schezwan Fried Rice,Paneer Butter Masala",39.76,0,0,0,77,85,86,90,0
2024-07-31,2,31,Chole Bhature,24.66,1,1,0,95,92,93,81,12
2024-08-01,3,31,Noodles,28.6,0,1,0,139,152,164,161,3
2024-08-02,4,31,Paratha,34.37,1,0,0,79,81,56,56,0
2024-08-03,5,31,"Schezwan Fried Rice,Paneer Butter Masala",27.51,1,0,0,75,86,52,49,3
2024-08-04,6,31,Fries,36.06,0,1,1,137,127,133,125,8
2024-08-05,0,32,Dal Tadka,38.67,0,0,0,146,144,160,141,19
2024-08-06,1,32,Dal Tadka,31.16,1,1,0,86,90,93,76,17
2024-08-07,2,32,Chicken Biryani,33.23,0,1,0,138,133,157,135,22
2024-08-08,3,32,Poha,23.51,1,1,0,113,127,122,116,6
2024-08-09,4,32,Veg Biryani,26.21,1,1,0,143,130,145,145,0
2024-08-10,5,32,Chicken Biryani,30.5,1,0,0,81,67,67,70,0
2024-08-11,6,32,Fried Rice,25.79,0,1,1,148,140,136,124,12
2024-08-12,0,33,Dal Tadka,29.84,1,1,0,88,94,95,92,3
2024-08-13,1,33,"Schezwan Fried Rice,Paneer Butter Masala",31.37,1,1,0,105,92,109,100,9
2024-08-14,2,33,Fries,20.06,1,0,0,125,138,119,101,18
2024-08-15,3,33,Pasta,28.71,0,0,0,88,88,101,83,18
2024-08-16,4,33,Fried Rice,34.21,0,0,0,135,139,145,130,15
2024-08-17,5,33,Sandwich,36.03,0,1,0,98,86,136,129,7
2024-08-18,6,33,Chicken Biryani,33.73,1,1,1,72,69,65,51,14
2024-08-19,0,34,Idli Sambar,37.2,0,0,0,145,140,165,157,8
2024-08-20,1,34,Pasta,36.2,0,0,0,85,92,102,97,5
2024-08-21,2,34,Veg Biryani,43.42,1,1,0,68,72,82,74,8
2024-08-22,3,34,Rajma Rice,35.9,0,1,0,137,132,171,151,20
2024-08-23,4,34,Rajma Rice,41.39,1,0,0,97,83,79,62,17
2024-08-24,5,34,Sandwich,25.81,0,0,0,101,113,98,83,15
2024-08-25,6,34,Paratha,24.6,0,1,1,131,142,140,129,11
2024-08-26,0,35,"Schezwan Fried Rice,Paneer Butter Masala",37.0,1,0,0,120,108,110,86,24
2024-08-27,1,35,Chicken Biryani,23.29,1,0,0,71,66,63,43,20
2024-08-28,2,35,Sandwich,24.87,1,0,0,63,58,55,42,13
2024-08-29,3,35,Noodles,36.15,1,1,0,70,82,74,60,14
2024-08-30,4,35,Dal Tadka,31.09,0,1,0,116,126,149,132,17
2024-08-31,5,35,Veg Biryani,25.11,1,0,0,73,71,58,52,6
2024-09-01,6,35,Chicken Biryani,24.23,1,0,1,138,136,101,85,16
2024-09-02,0,36,Chole Bhature,21.56,0,0,0,106,111,129,105,24
2024-09-03,1,36,Masala Dosa,18.63,1,1,0,66,72,73,68,5
2024-09-04,2,36,Masala Dosa,24.03,0,0,0,100,94,112,90,22
2024-09-05,3,36,Poha,25.02,1,0,0,111,96,92,81,11
2024-09-06,4,36,Fried Rice,30.32,1,0,0,119,105,92,75,17
2024-09-07,5,36,Paratha,40.83,0,0,0,132,145,136,137,0
2024-09-08,6,36,Chicken Biryani,35.95,1,0,1,83,86,27,25,2
2024-09-09,0,37,Pasta,30.62,0,0,0,137,146,160,156,4
2024-09-10,1,37,Upma,26.04,0,1,0,88,88,119,111,8
2024-09-11,2,37,Upma,39.86,0,1,0,76,67,119,111,8
2024-09-12,3,37,Noodles,23.07,0,0,0,107,98,113,119,0
2024-09-13,4,37,Rajma Rice,29.77,0,0,0,71,85,70,74,0
2024-09-14,5,37,Paratha,25.84,1,0,0,112,103,96,87,9
2024-09-15,6,37,Poha,37.71,0,0,1,83,89,70,63,7
2024-09-16,0,38,Masala Dosa,22.1,1,0,0,89,98,68,57,11
2024-09-17,1,38,Masala Dosa,26.63,0,1,0,74,60,114,108,6
2024-09-18,2,38,Paratha,27.98,0,0,0,103,109,117,101,16
2024-09-19,3,38,Noodles,28.83,1,0,0,96,106,77,72,5
2024-09-20,4,38,Pasta,34.04,1,1,0,70,58,80,73,7
2024-09-21,5,38,Veg Biryani,26.17,1,0,0,125,121,109,104,5
2024-09-22,6,38,Dal Tadka,30.03,1,0,1,116,121,85,64,21
2024-09-23,0,39,Fried Rice,28.51,0,1,0,110,117,149,146,3
2024-09-24,1,39,Veg Biryani,24.12,1,0,0,104,110,84,62,22
2024-09-25,2,39,Upma,30.7,1,0,0,133,144,118,103,15
2024-09-26,3,39,Paratha,37.94,0,1,0,130,143,161,157,4
2024-09-27,4,39,Noodles,25.7,1,0,0,94,84,89,60,29
2024-09-28,5,39,Fried Rice,34.07,0,1,0,136,149,171,156,15
2024-09-29,6,39,Pasta,25.86,0,1,1,106,94,113,91,22
2024-09-30,0,40,Rajma Rice,26.89,1,1,0,104,96,121,91,30
2024-10-01,1,40,Veg Biryani,30.78,1,0,0,136,141,126,98,28
2024-10-02,2,40,Idli Sambar,35.12,0,0,0,100,106,115,102,13
2024-10-03,3,40,Paratha,27.56,0,1,0,148,150,182,170,12
2024-10-04,4,40,Upma,34.1,0,1,0,119,129,160,135,25
2024-10-05,5,40,Noodles,35.53,0,0,0,84,86,101,84,17
2024-10-06,6,40,Upma,34.61,1,0,1,87,89,52,51,1
2024-10-07,0,41,Paratha,27.65,0,0,0,143,155,141,131,10
2024-10-08,1,41,Rajma Rice,37.25,0,1,0,126,136,153,143,10
2024-10-09,2,41,Rajma Rice,23.57,0,0,0,79,85,105,88,17
2024-10-10,3,41,Fried Rice,29.81,0,0,0,125,119,133,126,7
2024-10-11,4,41,Dal Tadka,25.51,0,1,0,134,137,157,151,6
2024-10-12,5,41,"Schezwan Fried Rice,Paneer Butter Masala",23.44,1,0,0,85,83,73,60,13
2024-10-13,6,41,Chicken Biryani,27.49,0,0,1,110,105,94,84,10
2024-10-14,0,42,Idli Sambar,23.14,0,1,0,114,126,131,136,0
2024-10-15,1,42,Upma,31.7,0,0,0,108,97,106,87,19
2024-10-16,2,42,Paratha,31.41,0,0,0,99,99,111,108,3
2024-10-17,3,42,Sandwich,30.79,1,1,0,75,87,82,87,0
2024-10-18,4,42,Paratha,30.03,1,0,0,104,102,92,83,9
2024-10-19,5,42,Chicken Biryani,27.09,1,1,0,123,130,133,125,8
2024-10-20,6,42,Fried Rice,24.13,1,1,1,89,86,60,61,0
2024-10-21,0,43,Idli Sambar,33.72,1,0,0,82,93,75,61,14
2024-10-22,1,43,Masala Dosa,23.89,1,1,0,147,150,158,149,9
2024-10-23,2,43,Pasta,36.02,1,1,0,143,154,148,126,22
2024-10-24,3,43,Chole Bhature,26.88,1,1,0,116,121,125,105,20
2024-10-25,4,43,Idli Sambar,20.7,0,0,0,76,88,80,83,0
2024-10-26,5,43,Idli Sambar,26.97,1,1,0,117,119,120,105,15
2024-10-27,6,43,Upma,34.97,0,0,1,104,99,83,69,14
2024-10-28,0,44,Poha,25.46,1,1,0,62,69,54,57,0
2024-10-29,1,44,Idli Sambar,25.55,0,0,0,94,108,92,93,0
2024-10-30,2,44,Fries,28.36,1,1,0,104,105,105,108,0
2024-10-31,3,44,Dal Tadka,35.1,1,1,0,82,85,92,85,7
2024-11-01,4,44,Sandwich,22.62,0,1,0,132,117,158,136,22
2024-11-02,5,44,Dal Tadka,25.84,0,0,0,114,116,118,118,0
2024-11-03,6,44,Chole Bhature,26.81,1,0,1,104,94,57,44,13
2024-11-04,0,45,Fried Rice,32.8,0,1,0,69,83,104,110,0
2024-11-05,1,45,Upma,25.95,0,0,0,147,151,164,144,20
2024-11-06,2,45,Sandwich,34.99,1,1,0,68,78,61,56,5
2024-11-07,3,45,Noodles,28.45,1,0,0,74,61,67,65,2
2024-11-08,4,45,Fries,35.32,0,1,0,61,74,91,77,14
2024-11-09,5,45,Fried Rice,32.81,1,1,0,133,146,138,113,25
2024-11-10,6,45,Masala Dosa,28.62,0,0,1,101,98,76,61,15
2024-11-11,0,46,Upma,32.25,0,0,0,71,60,86,78,8
2024-11-12,1,46,Idli Sambar,30.08,1,1,0,115,127,118,97,21
2024-11-13,2,46,Veg Biryani,27.11,0,0,0,144,151,161,150,11
2024-11-14,3,46,Rajma Rice,27.78,1,0,0,114,115,97,100,0
2024-11-15,4,46,Sandwich,25.48,1,0,0,72,82,59,37,22
2024-11-16,5,46,Upma,25.93,1,0,0,141,136,134,128,6
2024-11-17,6,46,Upma,36.92,1,1,1,145,156,136,117,19
2024-11-18,0,47,Paratha,32.42,1,0,0,114,101,97,95,2
2024-11-19,1,47,Fries,32.67,1,1,0,66,80,74,78,0
2024-11-20,2,47,Veg Biryani,28.66,1,0,0,110,102,108,92,16
2024-11-21,3,47,Pasta,32.32,0,0,0,142,136,167,145,22
2024-11-22,4,47,Sandwich,27.18,0,1,0,83,85,115,112,3
2024-11-23,5,47,Pasta,32.12,0,1,0,84,91,128,118,10
2024-11-24,6,47,Fried Rice,26.24,1,1,1,87,74,62,65,0
2024-11-25,0,48,Chole Bhature,26.06,1,0,0,137,140,126,123,3
2024-11-26,1,48,Chole Bhature,36.02,0,1,0,131,134,170,171,0
2024-11-27,2,48,Veg Biryani,33.88,0,1,0,130,123,157,165,0
2024-11-28,3,48,Sandwich,34.23,1,0,0,127,114,104,91,13
2024-11-29,4,48,Fries,35.76,0,0,0,66,77,71,56,15
2024-11-30,5,48,Dal Tadka,28.25,1,1,0,100,111,109,100,9
2024-12-01,6,48,Fried Rice,35.25,1,0,1,92,94,39,23,16
2024-12-02,0,49,Poha,28.85,0,0,0,107,96,119,116,3
2024-12-03,1,49,Pasta,20.32,0,1,0,106,120,126,116,10
2024-12-04,2,49,Noodles,36.09,0,0,0,90,91,110,101,9
2024-12-05,3,49,Chole Bhature,35.29,1,1,0,109,115,113,106,7
2024-12-06,4,49,Poha,28.98,0,0,0,109,97,125,93,32
2024-12-07,5,49,Fries,27.09,0,1,0,121,120,156,129,27
2024-12-08,6,49,Noodles,27.38,1,1,1,91,105,70,62,8
2024-12-09,0,50,Noodles,36.76,0,1,0,60,46,100,82,18
2024-12-10,1,50,Fried Rice,31.41,1,0,0,130,143,118,92,26
2024-12-11,2,50,Dal Tadka,19.34,0,0,0,113,99,128,117,11
2024-12-12,3,50,Rajma Rice,30.44,0,0,0,143,148,144,135,9
2024-12-13,4,50,Idli Sambar,35.46,0,1,0,109,119,150,136,14
2024-12-14,5,50,Upma,31.01,1,1,0,65,66,69,45,24
2024-12-15,6,50,"Schezwan Fried Rice,Paneer Butter Masala",32.71,1,1,1,128,132,105,91,14
2024-12-16,0,51,"Schezwan Fried Rice,Paneer Butter Masala",26.02,1,1,0,101,110,100,82,18
2024-12-17,1,51,Noodles,43.24,0,0,0,145,151,147,149,0
2024-12-18,2,51,Chicken Biryani,31.61,1,1,0,60,68,56,61,0
2024-12-19,3,51,Pasta,30.84,1,1,0,141,152,151,121,30
2024-12-20,4,51,Veg Biryani,27.07,0,1,0,119,109,150,151,0
2024-12-21,5,51,Fries,31.65,1,1,0,147,155,165,156,9
2024-12-22,6,51,Pasta,27.13,0,0,1,102,93,76,70,6
2024-12-23,0,52,Masala Dosa,35.47,0,0,0,77,84,103,95,8
2024-12-24,1,52,"Schezwan Fried Rice,Paneer Butter Masala",27.26,0,0,0,130,138,151,128,23
2024-12-25,2,52,Sandwich,30.21,1,0,0,99,89,72,62,10
2024-12-26,3,52,Pasta,35.12,1,0,0,88,93,79,77,2
2024-12-27,4,52,Pasta,28.57,1,1,0,106,102,107,108,0
2024-12-28,5,52,Fried Rice,27.37,1,1,0,147,158,149,122,27
2024-12-29,6,52,Rajma Rice,35.15,0,0,1,113,114,101,88,13
2024-12-30,0,1,Fried Rice,28.53,0,0,0,116,123,126,122,4
2024-01-01,0,1,Fries,23.56,1,1,0,81,76,103,98,5
2024-01-02,1,1,Paratha,31.32,1,0,0,124,138,110,111,0
2024-01-03,2,1,Noodles,38.46,1,0,0,76,66,65,63,2
2024-01-04,3,1,Paratha,25.08,0,0,0,116,112,114,109,5
2024-01-05,4,1,Idli Sambar,34.95,1,1,0,60,64,59,35,24
2024-01-06,5,1,Upma,28.99,0,0,0,120,126,131,117,14
2024-01-07,6,1,"Schezwan Fried Rice,Paneer Butter Masala",31.1,0,1,1,124,112,128,114,14
2024-01-08,0,2,Rajma Rice,26.8,1,1,0,138,124,153,124,29
2024-01-09,1,2,Pasta,25.55,1,1,0,137,135,148,140,8
2024-01-10,2,2,Chole Bhature,25.33,0,0,0,140,129,151,147,4
2024-01-11,3,2,Chicken Biryani,33.07,1,1,0,91,84,100,101,0
2024-01-12,4,2,Poha,28.78,0,1,0,142,144,174,142,32
2024-01-13,5,2,Veg Biryani,25.28,1,0,0,82,89,70,58,12
2024-01-14,6,2,Poha,29.33,1,0,1,138,126,96,96,0
2024-01-15,0,3,Fries,32.06,1,1,0,116,105,113,112,1
2024-01-16,1,3,Paratha,36.57,0,1,0,85,72,116,116,0
2024-01-17,2,3,Fried Rice,27.17,0,1,0,88,74,111,91,20
2024-01-18,3,3,Paratha,35.91,1,1,0,66,59,68,49,19
2024-01-19,4,3,Masala Dosa,32.4,1,0,0,111,101,96,73,23
2024-01-20,5,3,Fried Rice,32.69,0,0,0,80,94,91,80,11
2024-01-21,6,3,Fries,34.62,0,0,1,122,121,98,87,11
2024-01-22,0,4,Masala Dosa,38.04,0,1,0,74,88,118,111,7
2024-01-23,1,4,Paratha,34.14,0,0,0,117,103,116,101,15
2024-01-24,2,4,Paratha,23.42,1,0,0,119,125,99,78,21
2024-01-25,3,4,Masala Dosa,28.1,0,1,0,84,73,124,114,10
2024-01-26,4,4,Chole Bhature,26.38,0,0,0,99,97,94,97,0
2024-01-27,5,4,Pasta,29.02,0,0,0,116,102,122,115,7
2024-01-28,6,4,Sandwich,30.87,1,0,1,99,109,53,49,4
2024-01-29,0,5,Dal Tadka,25.22,0,0,0,77,84,93,77,16
2024-01-30,1,5,Paratha,27.65,0,1,0,104,106,143,128,15
2024-01-31,2,5,Pasta,27.85,1,0,0,108,121,82,87,0
2024-02-01,3,5,Upma,33.09,0,1,0,68,65,107,91,16
2024-02-02,4,5,Fries,37.55,1,1,0,78,88,96,91,5
2024-02-03,5,5,Noodles,24.53,1,0,0,108,110,81,60,21
2024-02-04,6,5,Idli Sambar,34.39,0,0,1,101,104,93,62,31
2024-02-05,0,6,Pasta,21.02,1,0,0,62,57,54,53,1
2024-02-06,1,6,Poha,26.69,0,1,0,131,135,153,150,3
2024-02-07,2,6,Fries,36.97,0,0,0,75,83,70,74,0
2024-02-08,3,6,Fries,33.55,0,1,0,69,75,108,86,22
2024-02-09,4,6,Poha,26.29,1,1,0,75,79,86,68,18
2024-02-10,5,6,Noodles,36.46,0,1,0,137,132,171,145,26
2024-02-11,6,6,Fried Rice,29.42,1,1,1,122,109,104,109,0
2024-02-12,0,7,Rajma Rice,38.32,0,0,0,85,80,94,72,22
2024-02-13,1,7,Fried Rice,34.75,1,1,0,103,88,118,108,10
2024-02-14,2,7,Masala Dosa,29.7,0,0,0,85,90,98,82,16
2024-02-15,3,7,Chicken Biryani,33.76,0,0,0,107,119,106,102,4
2024-02-16,4,7,Fried Rice,24.06,1,1,0,118,116,116,101,15
2024-02-17,5,7,Dal Tadka,33.92,1,1,0,137,137,146,136,10
2024-02-18,6,7,"Schezwan Fried Rice,Paneer Butter Masala",32.21,0,0,1,65,62,38,30,8
2024-02-19,0,8,Idli Sambar,35.04,1,0,0,110,102,88,71,17
2024-02-20,1,8,Veg Biryani,27.25,1,1,0,143,154,147,138,9
2024-02-21,2,8,Fried Rice,36.87,1,1,0,74,61,74,68,6
2024-02-22,3,8,Poha,24.52,0,0,0,96,89,107,113,0
2024-02-23,4,8,Fried Rice,30.78,1,1,0,131,136,136,118,18
2024-02-24,5,8,Poha,20.83,0,1,0,147,160,170,157,13
2024-02-25,6,8,Upma,34.49,0,0,1,97,93,76,63,13
2024-02-26,0,9,Poha,24.62,0,0,0,69,79,80,62,18
2024-02-27,1,9,Fries,31.56,0,0,0,71,62,78,61,17
2024-02-28,2,9,Chole Bhature,20.55,1,0,0,144,150,118,101,17
2024-02-29,3,9,Veg Biryani,25.83,0,0,0,110,105,124,97,27
2024-03-01,4,9,Upma,32.92,0,0,0,67,77,83,72,11
2024-03-02,5,9,Veg Biryani,34.08,1,0,0,67,55,57,54,3
2024-03-03,6,9,Noodles,32.97,0,1,1,73,73,79,76,3
2024-03-04,0,10,Paratha,20.12,0,1,0,98,102,127,99,28
2024-03-05,1,10,Pasta,33.76,0,1,0,85,75,110,113,0
2024-03-06,2,10,Chicken Biryani,19.61,1,1,0,121,131,116,114,2
2024-03-07,3,10,Rajma Rice,28.4,0,0,0,97,105,119,113,6
2024-03-08,4,10,Paratha,30.09,1,1,0,144,153,147,120,27
2024-03-09,5,10,Chicken Biryani,32.36,1,0,0,118,120,118,102,16
2024-03-10,6,10,Upma,28.39,1,0,1,111,105,69,64,5
2024-03-11,0,11,Fried Rice,27.46,0,0,0,134,141,138,129,9
2024-03-12,1,11,Fries,20.48,0,0,0,90,81,92,92,0
2024-03-13,2,11,Noodles,23.9,1,0,0,61,63,45,29,16
2024-03-14,3,11,Upma,29.69,0,0,0,77,75,91,88,3
2024-03-15,4,11,Poha,27.24,1,1,0,103,108,108,101,7
2024-03-16,5,11,Sandwich,33.54,0,0,0,72,64,79,68,11
2024-03-17,6,11,Fries,43.74,0,0,1,141,130,133,126,7
2024-03-18,0,12,Upma,26.26,0,1,0,71,79,91,91,0
2024-03-19,1,12,Rajma Rice,27.34,1,1,0,67,69,76,77,0
2024-03-20,2,12,Masala Dosa,21.92,1,0,0,88,75,75,70,5
2024-03-21,3,12,"Schezwan Fried Rice,Paneer Butter Masala",31.5,1,1,0,135,121,146,142,4
2024-03-22,4,12,Dal Tadka,35.66,1,1,0,135,121,135,134,1
2024-03-23,5,12,Veg Biryani,30.51,1,0,0,149,157,136,117,19
2024-03-24,6,12,Noodles,33.87,1,1,1,74,63,50,36,14
2024-03-25,0,13,Idli Sambar,33.15,1,1,0,133,137,143,135,8
2024-03-26,1,13,Masala Dosa,34.38,1,0,0,66,58,52,32,20
2024-03-27,2,13,Poha,27.67,0,0,0,144,134,142,129,13
2024-03-28,3,13,Veg Biryani,31.57,0,1,0,82,95,124,104,20
2024-03-29,4,13,Chicken Biryani,30.69,0,1,0,99,96,142,137,5
2024-03-30,5,13,Chicken Biryani,27.07,1,1,0,103,99,97,104,0
2024-03-31,6,13,Sandwich,34.97,1,0,1,68,64,17,11,6
2024-04-01,0,14,Fries,35.7,0,1,0,128,114,157,148,9
2024-04-02,1,14,Upma,28.06,1,1,0,117,115,126,102,24
2024-04-03,2,14,Chole Bhature,25.44,1,1,0,115,108,116,110,6
2024-04-04,3,14,Noodles,23.91,0,1,0,133,128,167,156,11
2024-04-05,4,14,"Schezwan Fried Rice,Paneer Butter Masala",29.19,1,0,0,110,104,96,74,22
2024-04-06,5,14,Paratha,26.88,1,0,0,77,77,57,58,0
2024-04-07,6,14,Fried Rice,22.79,0,0,1,126,119,118,90,28
2024-04-08,0,15,Fried Rice,27.38,1,0,0,122,131,101,86,15
2024-04-09,1,15,"Schezwan Fried Rice,Paneer Butter Masala",37.79,1,1,0,104,106,119,97,22
2024-04-10,2,15,Pasta,22.35,0,0,0,139,135,157,134,23
2024-04-11,3,15,Upma,23.64,0,0,0,149,150,169,165,4
2024-04-12,4,15,Veg Biryani,29.51,1,1,0,147,134,159,151,8
2024-04-13,5,15,Dal Tadka,31.54,0,0,0,97,104,95,101,0
2024-04-14,6,15,Fries,24.52,0,0,1,132,120,109,84,25
2024-04-15,0,16,Chicken Biryani,30.19,0,1,0,99,99,142,113,29
2024-04-16,1,16,Noodles,37.2,0,0,0,114,122,136,130,6
2024-04-17,2,16,Fried Rice,36.69,1,0,0,74,85,60,38,22
2024-04-18,3,16,Chole Bhature,31.84,0,0,0,89,77,91,82,9
2024-04-19,4,16,Fries,26.17,1,0,0,114,119,101,78,23
2024-04-20,5,16,Fried Rice,29.83,1,1,0,90,100,113,101,12
2024-04-21,6,16,Fries,30.06,0,0,1,138,139,124,112,12
2024-04-22,0,17,Idli Sambar,32.4,0,1,0,78,92,106,98,8
2024-04-23,1,17,Noodles,28.04,1,0,0,111,114,104,79,25
2024-04-24,2,17,Sandwich,26.39,0,0,0,103,108,111,82,29
2024-04-25,3,17,Fried Rice,20.1,0,1,0,128,138,161,137,24
2024-04-26,4,17,Rajma Rice,27.49,1,1,0,119,122,116,123,0
2024-04-27,5,17,Sandwich,30.56,0,0,0,89,94,108,96,12
2024-04-28,6,17,Paratha,31.89,0,0,1,128,138,124,99,25
2024-04-29,0,18,Sandwich,27.92,0,0,0,109,94,129,119,10
2024-04-30,1,18,Noodles,29.68,0,0,0,121,134,126,109,17
2024-05-01,2,18,Masala Dosa,18.07,1,0,0,65,74,41,40,1
2024-05-02,3,18,Rajma Rice,27.52,1,0,0,80,92,72,58,14
2024-05-03,4,18,Dal Tadka,14.96,0,1,0,113,122,139,132,7
2024-05-04,5,18,Pasta,32.86,0,1,0,77,76,105,105,0
2024-05-05,6,18,Masala Dosa,32.77,0,0,1,62,56,37,16,21
2024-05-06,0,19,Idli Sambar,34.29,0,0,0,126,135,138,125,13
2024-05-07,1,19,Poha,25.72,0,1,0,144,152,180,159,21
2024-05-08,2,19,Fries,24.37,1,1,0,136,137,134,142,0
2024-05-09,3,19,Chole Bhature,30.23,0,0,0,76,87,86,94,0
2024-05-10,4,19,Upma,32.79,1,1,0,78,79,78,69,9
2024-05-11,5,19,Fried Rice,31.62,1,1,0,140,131,140,125,15
2024-05-12,6,19,Rajma Rice,20.98,1,1,1,63,53,40,18,22
2024-05-13,0,20,Sandwich,27.41,0,1,0,128,130,160,150,10
2024-05-14,1,20,Idli Sambar,28.51,0,1,0,71,73,115,105,10
2024-05-15,2,20,Sandwich,30.89,0,1,0,86,89,124,112,12
2024-05-16,3,20,Sandwich,19.5,1,1,0,124,129,142,110,32
2024-05-17,4,20,Fries,27.22,0,0,0,121,112,146,139,7
2024-05-18,5,20,Dal Tadka,27.94,0,0,0,77,88,78,86,0
2024-05-19,6,20,Sandwich,28.46,1,1,1,93,84,57,63,0
2024-05-20,0,21,Masala Dosa,22.08,1,1,0,97,108,105,83,22
2024-05-21,1,21,Poha,33.8,1,0,0,143,152,125,114,11
2024-05-22,2,21,Sandwich,28.54,1,1,0,137,143,145,150,0
2024-05-23,3,21,Masala Dosa,22.13,1,1,0,116,112,119,106,13
2024-05-24,4,21,"Schezwan Fried Rice,Paneer Butter Masala",23.89,0,0,0,109,103,120,100,20
2024-05-25,5,21,Veg Biryani,37.61,1,1,0,138,152,148,135,13
2024-05-26,6,21,Dal Tadka,30.38,0,0,1,127,118,114,98,16
2024-05-27,0,22,Chole Bhature,26.1,1,1,0,93,83,105,92,13
2024-05-28,1,22,Noodles,31.02,0,0,0,117,120,124,107,17
2024-05-29,2,22,Fried Rice,22.58,1,0,0,145,151,126,106,20
2024-05-30,3,22,Idli Sambar,28.96,0,1,0,135,148,165,151,14
2024-05-31,4,22,Chicken Biryani,32.7,1,1,0,69,60,78,60,18
2024-06-01,5,22,Fries,28.24,0,1,0,142,131,174,172,2
2024-06-02,6,22,Pasta,24.29,1,0,1,63,71,7,0,7
2024-06-03,0,23,Rajma Rice,30.14,1,0,0,99,99,85,74,11
2024-06-04,1,23,Dal Tadka,37.66,0,0,0,127,125,147,141,6
2024-06-05,2,23,Fries,30.16,1,0,0,65,66,45,34,11
2024-06-06,3,23,Poha,30.77,0,0,0,136,140,135,139,0
2024-06-07,4,23,Fries,28.32,0,0,0,102,113,121,113,8
2024-06-08,5,23,Masala Dosa,31.3,0,1,0,71,79,93,76,17
2024-06-09,6,23,Veg Biryani,31.49,0,0,1,98,95,79,71,8
2024-06-10,0,24,Masala Dosa,35.7,1,0,0,133,118,115,105,10
2024-06-11,1,24,Rajma Rice,42.49,0,0,0,104,91,108,85,23
2024-06-12,2,24,Chole Bhature,38.96,1,0,0,115,109,97,75,22
2024-06-13,3,24,Paratha,30.74,1,0,0,126,118,118,92,26
2024-06-14,4,24,Veg Biryani,32.03,1,0,0,122,126,94,88,6
2024-06-15,5,24,Fries,29.04,1,1,0,84,80,86,76,10
2024-06-16,6,24,Masala Dosa,23.83,1,0,1,82,93,40,20,20
2024-06-17,0,25,Pasta,29.18,1,1,0,61,67,78,64,14
2024-06-18,1,25,Rajma Rice,35.18,0,0,0,96,97,110,111,0
2024-06-19,2,25,Noodles,32.23,1,0,0,64,55,56,52,4
2024-06-20,3,25,Chole Bhature,29.38,1,0,0,123,117,116,113,3
2024-06-21,4,25,Rajma Rice,25.98,0,1,0,107,103,145,119,26
2024-06-22,5,25,Noodles,30.96,1,0,0,87,73,77,64,13
2024-06-23,6,25,Poha,25.53,0,0,1,118,107,101,88,13
2024-06-24,0,26,Idli Sambar,26.67,1,1,0,117,114,122,107,15
2024-06-25,1,26,Dal Tadka,30.99,1,0,0,112,123,91,89,2
2024-06-26,2,26,Idli Sambar,32.31,0,0,0,78,71,97,74,23
2024-06-27,3,26,Idli Sambar,14.77,1,1,0,62,70,81,51,30
2024-06-28,4,26,Veg Biryani,27.69,0,1,0,105,91,133,117,16
2024-06-29,5,26,Chole Bhature,23.04,0,1,0,141,152,170,138,32
2024-06-30,6,26,Poha,21.73,1,0,1,60,69,15,9,6
2024-07-01,0,27,Dal Tadka,31.32,0,1,0,126,129,143,151,0
2024-07-02,1,27,Paratha,28.14,0,1,0,128,121,145,151,0
2024-07-03,2,27,Chole Bhature,39.24,0,1,0,120,114,163,135,28
2024-07-04,3,27,Dal Tadka,26.26,1,0,0,129,129,117,104,13
2024-07-05,4,27,Masala Dosa,30.22,1,0,0,64,62,55,31,24
2024-07-06,5,27,Fries,28.3,0,0,0,64,78,83,68,15
2024-07-07,6,27,Masala Dosa,29.26,1,1,1,60,60,26,23,3
2024-07-08,0,28,Noodles,29.98,0,1,0,125,131,154,150,4
2024-07-09,1,28,Dal Tadka,31.85,1,1,0,121,132,129,120,9
2024-07-10,2,28,Noodles,28.3,0,0,0,130,120,134,133,1
2024-07-11,3,28,Sandwich,32.5,1,0,0,122,127,118,116,2
2024-07-12,4,28,Chicken Biryani,38.12,1,1,0,68,67,79,68,11
2024-07-13,5,28,Dal Tadka,36.51,0,0,0,139,127,165,154,11
2024-07-14,6,28,Fried Rice,32.87,0,0,1,100,92,85,87,0
2024-07-15,0,29,Paratha,29.37,0,1,0,107,97,139,115,24
2024-07-16,1,29,Rajma Rice,21.1,1,0,0,147,144,135,125,10
2024-07-17,2,29,Rajma Rice,31.71,0,1,0,131,138,159,136,23
2024-07-18,3,29,Masala Dosa,24.4,0,1,0,117,115,141,121,20
